type_group_key,type_set_label,n_types,primary_type,incident_count
8795,18|19|21|25|63|72,6,21,1
8796,18|19|21|26|31|35|48|55|63|72|102,11,26,1
8797,18|19|21|27|28|34|35|43|48|52|63|70|77|97,14,28,1
8798,18|19|21|27|35|48|63|72,8,27,1
8799,18|19|21|31|34|35|42|63|72|77|97,11,31,1
8800,18|19|21|34|35|36|42|48|55|62|63|72,12,36,1
8801,18|19|21|34|35|40|42|63|72|77|97,11,40,1
8802,18|19|21|34|35|41|42|48|55|58|63|72,12,21,1
8803,18|19|21|34|35|41|63|72,8,21,1
8804,18|19|21|34|35|42|43|49|63|72,10,21,1
8805,18|19|21|34|35|42|43|55|102,9,21,1
8806,18|19|21|34|35|42|48|52|55|63|72|102,12,21,1
8807,18|19|21|34|35|42|48|52|63|72,10,21,1
8808,18|19|21|34|35|42|48|55|62|63|72,11,21,1
8809,18|19|21|34|35|42|52|55|63|72|102,11,21,1
8810,18|19|21|34|35|42|63|72|77|97,10,21,1
8811,18|19|21|34|35|48|49|63|72,9,21,1
8812,18|19|21|34|35|49|63|72,8,21,1
8813,18|19|21|34|35|52|63|72,8,21,1
8814,18|19|21|34|63|72,6,21,1
8815,18|19|21|35|37|52|55|62|63|72,10,21,1
8816,18|19|21|35|38|42|55|62|63|72,10,38,1
8817,18|19|21|35|39|63|72,7,39,1
8818,18|19|21|35|41|42|63|72,8,21,1
8819,18|19|21|35|41|63|72,7,21,1
8820,18|19|21|35|42|48|63|72,8,21,1
8821,18|19|21|35|42|52|63|69|72,9,69,1
8822,18|19|21|35|42|52|63|72,8,21,1
8823,18|19|21|35|42|55|63|72|77|97|102,11,21,1
8824,18|19|21|35|43|48|63|72,8,21,1
8825,18|19|21|35|48|52|63|72,8,21,1
8826,18|19|21|35|48|55|62,7,21,1
8827,18|19|21|35|48|55|63|72|102,9,21,1
8828,18|19|21|35|48|55|102,7,21,1
8829,18|19|21|35|48|63|72,7,21,1
8830,18|19|21|35|52|55|63|72|102,9,21,1
8831,18|19|21|35|55|63|72|101|102,9,21,1
8832,18|19|21|35|63|72|101,7,21,1
8833,18|19|21|35|101,5,21,1
8834,18|19|22|23|24|25|34|35|52|55|63|72|102,13,24,1
8835,18|19|22|23|24|29|34|35|41|42|48|55|63|72|102,15,24,1
8836,18|19|22|23|25|26|27|28|35|38|55|63|72|102,14,26,1
8837,18|19|22|23|27|29|30|34|35|43|55|58|63|72,14,30,1
8838,18|19|22|23|27|29|31|34|35|42|55|63|72|102,14,31,1
8839,18|19|22|23|27|29|34|35|42|48|55|63|72|102,14,27,1
8840,18|19|22|23|27|29|35|43|52|55|62|63|72|77|97,15,27,1
8841,18|19|22|23|28|34|35|43|48|52|55|63|72|102,14,28,1
8842,18|19|22|23|29|34|35|37|42|55|62,11,23,1
8843,18|19|22|23|29|34|35|41|42|52|55|63|72|102,14,23,1
8844,18|19|22|23|29|34|55|63|72|102,10,23,1
8845,18|19|22|23|30|35|41|42|55|63|72|102,12,30,1
8846,18|19|22|23|30|35|48|55|102,9,30,1
8847,18|19|22|23|34|35|37|48|55|63|72|102,12,23,1
8848,18|19|22|23|34|35|38|40|41|42|48|52|55|63|72|77|97|102,18,40,1
8849,18|19|22|23|34|35|38|42|52|63|72,11,38,1
8850,18|19|22|23|34|35|41|42|48|52|55|63|72|102,14,23,1
8851,18|19|22|23|34|35|41|48|55|58|63|72|77|97,14,23,1
8852,18|19|22|23|34|35|52|55|63|72|102,11,23,1
8853,18|19|22|23|34|55|58|63|72,9,23,1
8854,18|19|22|23|34|55|63|72|102,9,23,1
8855,18|19|22|23|35|37|55|63|72|77|97|102,12,23,1
8856,18|19|22|23|35|38|48|52|54|55|63|70|72|77|97|102,16,38,1
8857,18|19|22|23|35|41|48|55|63|72|102,11,23,1
8858,18|19|22|23|35|48|52|55|63|72|77|97|102,13,23,1
8859,18|19|22|23|35|48|52|55|102,9,23,1
8860,18|19|22|23|55|63|72|77|97|102,10,23,1
8861,18|19|22|23|55|63|72|102,8,23,1
8862,18|19|22|23|55|102,6,23,1
8863,18|19|22|24,4,24,1
8864,18|19|22|24|29|31|34|55|63|72|77|97|102,13,31,1
8865,18|19|22|24|34|35|42|52|55|63|72|77|97|102,14,24,1
8866,18|19|22|24|34|35|48|52|55|62|63|72|77|97,14,24,1
8867,18|19|22|24|35|40|42|55|62|63|72,11,40,1
8868,18|19|22|24|35|41|52|55|63|72|77|97|102,13,24,1
8869,18|19|22|24|35|52|55|63|72|102,10,24,1
8870,18|19|22|25|29|35|37|41|48|52|55|62|63|72,14,29,1
8871,18|19|22|25|29|35|46|48|52|55|63|72|102,13,46,1
8872,18|19|22|25|34|35|41|63|72,9,25,1
8873,18|19|22|25|35|37|63|70|72,9,25,1
8874,18|19|22|27|30|55|102,7,30,1
8875,18|19|22|28|29|34|35|48|55|102,10,28,1
8876,18|19|22|28|34|35|42|48|49|55|63|72|102,13,28,1
8877,18|19|22|29,4,29,1
8878,18|19|22|29|34|35|36|77|97,9,36,1
8879,18|19|22|29|34|35|37|38|41|42|55|62|63|72|80|83,16,38,1
8880,18|19|22|29|34|35|42|55|63|72|102,11,29,1
8881,18|19|22|29|34|35|48|63|72,9,29,1
8882,18|19|22|29|34|55|63|72|102,9,29,1
8883,18|19|22|29|35|52|63|72,8,29,1
8884,18|19|22|29|35|55|63|72|101|102,10,29,1
8885,18|19|22|29|63|72,6,29,1
8886,18|19|22|30|31|34|35|42|48|55|63|72|77|97|102,15,30,1
8887,18|19|22|30|31|35|42|48|52|55|63|72|102,13,30,1
8888,18|19|22|30|35|48|55|102,8,30,1
8889,18|19|22|31|34|35|42|48|52|55|102,11,31,1
8890,18|19|22|31|35|42|55|63|72|102,10,31,1
8891,18|19|22|34|35|36|37|41|42|55|63|72|102,13,36,1
8892,18|19|22|34|35|37|41|42|48|55|63|72|102,13,22,1
8893,18|19|22|34|35|37|41|48|55|62|63|72|74|75|80|83|97|118|122,19,22,1
8894,18|19|22|34|35|37|42|48|52|55|58|62|63|72,14,22,1
8895,18|19|22|34|35|37|48|52|55|62|77|97,12,22,1
8896,18|19|22|34|35|38|54|55|63|72|102,11,38,1
8897,18|19|22|34|35|41|42|48|52|55|63|72|102,13,22,1
8898,18|19|22|34|35|41|42|52,8,22,1
8899,18|19|22|34|35|41|42|55|63|72|77|97|102,13,22,1
8900,18|19|22|34|35|41|42|55|63|72|102,11,22,1
8901,18|19|22|34|35|41|48|52|55|63|72|102,12,22,1
8902,18|19|22|34|35|41|48|55|63|72|102,11,22,1
8903,18|19|22|34|35|41|55|63|72|102,10,22,1
8904,18|19|22|34|35|42|48|55|63|72|102,11,22,1
8905,18|19|22|34|35|42|48|63|72,9,22,1
8906,18|19|22|34|35|52|55|58|63|72,10,22,1
8907,18|19|22|34|35|52|55|63|72|102,10,22,1
8908,18|19|22|34|35|52|63|72,8,22,1
8909,18|19|22|35|37|38|42|52|55|62|63|72|77|97,14,38,1
8910,18|19|22|35|37|41|42|48|55|63|72|102,12,22,1
8911,18|19|22|35|37|41|42|55|63|72|102,11,22,1
8912,18|19|22|35|37|42|55|63|72|74|97|102|122,13,22,1
8913,18|19|22|35|37|52|55|63|72|102,10,22,1
8914,18|19|22|35|37|55|58|63|72,9,22,1
8915,18|19|22|35|41|42|48|55|63|72|102,11,22,1
8916,18|19|22|35|41|42|48|55|102,9,22,1
8917,18|19|22|35|41|42|52|63|72,9,22,1
8918,18|19|22|35|41|48|49|55|63|72|102,11,49,1
8919,18|19|22|35|41|55|63|72|102,9,22,1
8920,18|19|22|35|42|52|63|72,8,22,1
8921,18|19|22|35|42|55|63|72|102,9,22,1
8922,18|19|22|35|43|48|52|63|72,9,22,1
8923,18|19|22|35|43|52|55|62|63|72,10,22,1
8924,18|19|22|35|43|52|55|63|72|102,10,22,1
8925,18|19|22|35|43|55|63|72|102,9,22,1
8926,18|19|22|35|48,5,22,1
8927,18|19|22|35|48|52,6,22,1
8928,18|19|22|35|48|52|55|102,8,22,1
8929,18|19|22|35|48|55|62,7,22,1
8930,18|19|22|35|48|55|62|63|72,9,22,1
8931,18|19|22|35|48|55|102,7,22,1
8932,18|19|22|35|48|63|72,7,22,1
8933,18|19|22|35|52|55|102,7,22,1
8934,18|19|22|35|52|63|72|77|97,9,22,1
8935,18|19|22|35|63|72|101,7,22,1
8936,18|19|22|55|62|63|72,7,22,1
8937,18|19|22|55|63|72|80|81|102,9,22,1
8938,18|19|22|63|72|80|81,7,22,1
8939,18|19|22|77|97,5,22,1
8940,18|19|23|24|25|34|35|41|42|52|55|62|63|72,14,24,1
8941,18|19|23|24|26|34|35|36|43|55|63|72|102,13,26,1
8942,18|19|23|24|30|33|34|35|40|42|48|49|55|102,14,33,1
8943,18|19|23|24|34|35|41|42|48|55|102,11,24,1
8944,18|19|23|24|34|35|43|48|52|55|63|72|102,13,24,1
8945,18|19|23|24|35|36|41|48|52|55|58|63|72,13,36,1
8946,18|19|23|24|35|42|52|63|72,9,24,1
8947,18|19|23|25|35|55|63|72|101|102,10,23,1
8948,18|19|23|26|34|55|63|72|102,9,26,1
8949,18|19|23|28|35|43|52|55|102,9,28,1
8950,18|19|23|29|34|35|41|42|48|49|52|63|72,13,23,1
8951,18|19|23|29|34|35|41|43|48|55|58|63|72,13,23,1
8952,18|19|23|29|35|42|48|55|63|72|102,11,23,1
8953,18|19|23|29|35|48|55|63|72|102,10,23,1
8954,18|19|23|30|31|35|43|63|72,9,30,1
8955,18|19|23|30|35|52,6,30,1
8956,18|19|23|31|35|41|43|48|55|63|72|77|97|102,14,31,1
8957,18|19|23|32,4,32,1
8958,18|19|23|32|34|35|38|42|52|55|63|72|102,13,32,1
8959,18|19|23|34|35|37|41|52|55|62|63|72,12,23,1
8960,18|19|23|34|35|37|42|48|52|55|63|72|102,13,23,1
8961,18|19|23|34|35|38|42|55|63|72|102,11,38,1
8962,18|19|23|34|35|41|48|49|55|63|72|102,12,23,1
8963,18|19|23|34|35|41|55|63|72|102,10,23,1
8964,18|19|23|34|35|42,6,23,1
8965,18|19|23|34|35|42|52|55|63|72|102,11,23,1
8966,18|19|23|34|35|42|55|63|72|102,10,23,1
8967,18|19|23|34|35|48|63|72,8,23,1
8968,18|19|23|34|63|72,6,23,1
8969,18|19|23|35|37|41|48|52|63|72,10,23,1
8970,18|19|23|35|37|41|55|63|72|102,10,23,1
8971,18|19|23|35|37|48|55|63|72|102,10,23,1
8972,18|19|23|35|41|55|63|72|102,9,23,1
8973,18|19|23|35|42,5,23,1
8974,18|19|23|35|42|48|54|63|72,9,23,1
8975,18|19|23|35|42|63|72,7,23,1
8976,18|19|23|35|43|48|55|62|63|72,10,23,1
8977,18|19|23|35|43|52|55|63|72|102,10,23,1
8978,18|19|23|35|48|54|63|72,8,23,1
8979,18|19|23|35|48|63|72,7,23,1
8980,18|19|23|35|52,5,23,1
8981,18|19|23|35|52|55|63|72|102,9,23,1
8982,18|19|23|35|101,5,23,1
8983,18|19|23|55|63|72|77|97|102,9,23,1
8984,18|19|24|25|27|34|35|40|42|48|52|55|63|72|102,15,27,1
8985,18|19|24|25|35|37|41|43|48|55|58|62|63|72,14,24,1
8986,18|19|24|25|35|48|52|55|58|63|72,11,24,1
8987,18|19|24|26,4,26,1
8988,18|19|24|26|30|34|35|52|55|63|72|102,12,26,1
8989,18|19|24|26|35|37|48|55|63|72|102,11,26,1
8990,18|19|24|27|29|34|35|41|42|43|48|52|53|55|63|72|102,17,27,1
8991,18|19|24|27|29|35|43|48|52|55|63|72|102,13,27,1
8992,18|19|24|27|35|48|63|72,8,27,1
8993,18|19|24|27|63|72,6,27,1
8994,18|19|24|28|30|63|72,7,28,1
8995,18|19|24|29|31|34|35|55|63|72|101|102,12,31,1
8996,18|19|24|30|31|34|35|42|48|52|55|58|63|72|77|97,16,30,1
8997,18|19|24|30|35|43|48|52|55|58|63|72,12,30,1
8998,18|19|24|31|35|43|49|63|72,9,31,1
8999,18|19|24|31|35|55|58|63|72|101,10,31,1
9000,18|19|24|32|34|35|48|63|72,9,32,1
9001,18|19|24|34|35|36|37|38|41|48|55|58|62|63|72,15,36,1
9002,18|19|24|34|35|38|41|55|63|72|102,11,38,1
9003,18|19|24|34|35|41|42|43|48|52|55|63|70|72|102,15,24,1
9004,18|19|24|34|35|41|43|48|63|72,10,24,1
9005,18|19|24|34|35|41|55|63|72|102,10,24,1
9006,18|19|24|34|35|42|52|55|58|63|72,11,24,1
9007,18|19|24|34|35|42|55|63|72|77|97|102,12,24,1
9008,18|19|24|34|35|43|48|52|55|63|72|102,12,24,1
9009,18|19|24|34|35|43|52|55|58|62|63|72,12,24,1
9010,18|19|24|34|35|48|49|55|62|63|72,11,24,1
9011,18|19|24|34|35|48|52|54|55|63|72|77|80|81|97|102,16,24,1
9012,18|19|24|34|35|48|52|55|63|72|102,11,24,1
9013,18|19|24|34|35|48|52|55|102,9,24,1
9014,18|19|24|34|35|48|52|63|72,9,24,1
9015,18|19|24|34|35|48|52|77|97,9,24,1
9016,18|19|24|34|35|52|63|72,8,24,1
9017,18|19|24|34|55|63|72|102,8,24,1
9018,18|19|24|35|36|41|42|48|54|55|58,11,36,1
9019,18|19|24|35|37,5,24,1
9020,18|19|24|35|37|38|41|52|54|55|62|63|72|79,14,38,1
9021,18|19|24|35|37|41|55|63|72|102,10,24,1
9022,18|19|24|35|37|42|48|55|63|72|102,11,24,1
9023,18|19|24|35|37|43|63|72,8,24,1
9024,18|19|24|35|37|52|55|63|72|102,10,24,1
9025,18|19|24|35|37|55|63|72|102,9,24,1
9026,18|19|24|35|40|42|43|48|49|55|63|72|102,13,40,1
9027,18|19|24|35|40|42|48|52|63|72|77|97,12,40,1
9028,18|19|24|35|41|42|55|63|72|102,10,24,1
9029,18|19|24|35|41|43|48|52|55|58|63|72,12,24,1
9030,18|19|24|35|41|55|63|72|102,9,24,1
9031,18|19|24|35|42|48|63|72,8,24,1
9032,18|19|24|35|43|52|63|72,8,24,1
9033,18|19|24|35|43|55|58|63|72,9,24,1
9034,18|19|24|35|48|52|55|63|72|102,10,24,1
9035,18|19|24|35|48|52|55|79|102,9,24,1
9036,18|19|24|35|48|55|62|63|72,9,24,1
9037,18|19|24|35|48|55|63|72|102,9,24,1
9038,18|19|24|35|48|55|102,7,24,1
9039,18|19|24|35|52,5,24,1
9040,18|19|24|35|52|55|63|72|102,9,24,1
9041,18|19|24|35|52|55|102,7,24,1
9042,18|19|24|35|55|58|63|72|101,9,24,1
9043,18|19|24|35|55|63|72|101|102,9,24,1
9044,18|19|24|35|101,5,24,1
9045,18|19|24|63|72|80|81,7,24,1
9046,18|19|25,3,25,1
9047,18|19|25|27|29|34|55|63|72|102,10,27,1
9048,18|19|25|28|63|72,6,28,1
9049,18|19|25|29|35|41|42|48|63|72,10,29,1
9050,18|19|25|31|35|42|48|52|63|72,10,31,1
9051,18|19|25|31|35|48|55|58|63|72,10,31,1
9052,18|19|25|31|63|72,6,31,1
9053,18|19|25|34|35|36|37|39|41|55|62|80|83,13,36,1
9054,18|19|25|34|35|37|55|62,8,25,1
9055,18|19|25|34|35|38|40|42|48|55|63|72|77|97|102,15,40,1
9056,18|19|25|34|35|41|48|52|63|72,10,25,1
9057,18|19|25|34|35|42|48|55|62|63|72,11,25,1
9058,18|19|25|34|35|43|48|52|54|55|58|63|72,13,25,1
9059,18|19|25|34|35|43|48|63|72,9,25,1
9060,18|19|25|34|35|48|63|72|77|97,10,25,1
9061,18|19|25|34|35|63|72|101,8,25,1
9062,18|19|25|34|55|63|72|102,8,25,1
9063,18|19|25|34|55|102,6,25,1
9064,18|19|25|34|63|72,6,25,1
9065,18|19|25|35|41|48|63|72,8,25,1
9066,18|19|25|35|42|43|49|55|63|72|102,11,49,1
9067,18|19|25|35|42|63|72,7,25,1
9068,18|19|25|35|43|48|55|63|72|102,10,25,1
9069,18|19|25|35|48|52|55|62|63|72,10,25,1
9070,18|19|25|35|52|55|63|72|79|102,10,25,1
9071,18|19|25|35|52|55|63|72|102,9,25,1
9072,18|19|25|35|55|63|72|101|102,9,25,1
9073,18|19|25|54,4,25,1
9074,18|19|25|55|63|72|80|81|102,9,25,1
9075,18|19|26|29|35|52|63|72|80|81|83,11,26,1
9076,18|19|26|35|52|63|72,7,26,1
9077,18|19|27,3,27,1
9078,18|19|27|29|34|55|63|72|102,9,27,1
9079,18|19|27|34|35|37|41|42|55|63|72|102,12,27,1
9080,18|19|27|34|35|41|48|52|55|58|63|72,12,27,1
9081,18|19|27|34|35|42|48|52|55|63|72|102,12,27,1
9082,18|19|27|35|37|41|42|48|52|55|62|63|72,13,27,1
9083,18|19|27|35|41|42|52|55|102,9,27,1
9084,18|19|27|35|43|48|51,7,51,1
9085,18|19|27|35|48|63|72,7,27,1
9086,18|19|27|35|52|63|72,7,27,1
9087,18|19|28|31|63|72,6,28,1
9088,18|19|28|34|35|41|42|48|55|63|72|102,12,28,1
9089,18|19|28|55|102,5,28,1
9090,18|19|29|30|35|52|55|63|72|102,10,30,1
9091,18|19|29|31|34|35|37|42|49|55|63|72|102,13,31,1
9092,18|19|29|34|35|37|38|41|52|55|62|63|72|80|81,15,38,1
9093,18|19|29|34|35|37|48|55|62|63|72,11,29,1
9094,18|19|29|34|35|41|55|63|72|80|81|102,12,29,1
9095,18|19|29|34|35|42|48|55|58|63|72,11,29,1
9096,18|19|29|34|35|42|48|55|62|63|72,11,29,1
9097,18|19|29|34|35|42|48|55|63|72|80|81|102,13,29,1
9098,18|19|29|34|35|43|52|55|63|72|102,11,29,1
9099,18|19|29|34|35|48|52|55|63|72|102,11,29,1
9100,18|19|29|34|35|52|55|63|72|77|97|102,12,29,1
9101,18|19|29|34|55|63|72|102,8,29,1
9102,18|19|29|35|37|41|48|55|62|63|72,11,29,1
9103,18|19|29|35|41|42|48|52,8,29,1
9104,18|19|29|35|41|42|48|52|55|63|72|102,12,29,1
9105,18|19|29|35|41|55|62|63|72,9,29,1
9106,18|19|29|35|42|43|48|49|55|63|72|77|97|102,14,29,1
9107,18|19|29|35|42|48|63|72,8,29,1
9108,18|19|29|35|42|55|63|72|102,9,29,1
9109,18|19|29|35|43,5,29,1
9110,18|19|29|35|43|55|63|72|102,9,29,1
9111,18|19|29|35|48|49|55|63|72|102,10,29,1
9112,18|19|29|35|48|52|63|72,8,29,1
9113,18|19|29|35|48|55|63|72|102,9,29,1
9114,18|19|29|35|48|63|72,7,29,1
9115,18|19|29|35|52,5,29,1
9116,18|19|29|35|52|55|58|63|72,9,29,1
9117,18|19|29|35|101,5,29,1
9118,18|19|29|54|55|63|72|102,8,29,1
9119,18|19|30|32|34|35|52|63|72,9,32,1
9120,18|19|30|34|35|42|43|52|63|72,10,30,1
9121,18|19|30|35|48|52|63|72,8,30,1
9122,18|19|30|35|48|55|102,7,30,1
9123,18|19|31|34|35|38|40|42|48|52|55|62|63|72,14,31,1
9124,18|19|31|34|35|43|55|62|63|72|80|83,12,31,1
9125,18|19|31|34|35|52|55|62|63|72,10,31,1
9126,18|19|31|35|42|43|55|58|63|72,10,31,1
9127,18|19|31|35|43|48|52|55|58|63|72|77|97,13,31,1
9128,18|19|31|35|43|48|52|55|58|63|72|80|81,13,31,1
9129,18|19|31|55|102,5,31,1
9130,18|19|34|35|36|37|41|42|52|55|58|63|72|77|97,15,36,1
9131,18|19|34|35|36|42|48|52|55|62,10,36,1
9132,18|19|34|35|36|47|52|63|72,9,47,1
9133,18|19|34|35|36|55|63|72|102,9,36,1
9134,18|19|34|35|37,5,19,1
9135,18|19|34|35|37|39|42|49|52|63|72|77|97,13,39,1
9136,18|19|34|35|37|41|42|43|48|52|55|63|72|102,14,19,1
9137,18|19|34|35|37|41|42|48|52|55|63|72|102,13,19,1
9138,18|19|34|35|37|41|42|48|63|72,10,19,1
9139,18|19|34|35|37|41|42|55|63|72|77|97|102,13,19,1
9140,18|19|34|35|37|41|55|62|63|72,10,19,1
9141,18|19|34|35|37|41|63|72,8,19,1
9142,18|19|34|35|37|42|43|47|55|63|72|102,12,47,1
9143,18|19|34|35|37|42|48|52,8,19,1
9144,18|19|34|35|37|55|62|63|72|80|81,11,19,1
9145,18|19|34|35|37|63|72,7,19,1
9146,18|19|34|35|38|41|48|55|63|72|102,11,38,1
9147,18|19|34|35|38|42|43|48|52|63|72,11,38,1
9148,18|19|34|35|38|42|49|52|55|63|72|102,12,38,1
9149,18|19|34|35|38|42|52|63|72|80|81,11,38,1
9150,18|19|34|35|38|48|55|63|72|77|97|102,12,38,1
9151,18|19|34|35|38|49,6,38,1
9152,18|19|34|35|38|63|72,7,38,1
9153,18|19|34|35|39|41|42|49|55|63|72|102,12,39,1
9154,18|19|34|35|39|48|63|72,8,39,1
9155,18|19|34|35|40|41|42|48|52|63|72,11,40,1
9156,18|19|34|35|40|42|48|52|63|72,10,40,1
9157,18|19|34|35|40|42|48|55|62|63|72|77|97,13,40,1
9158,18|19|34|35|40|42|48|55|63|72|80|81|102,13,40,1
9159,18|19|34|35|40|42|63|72,8,40,1
9160,18|19|34|35|41,5,19,1
9161,18|19|34|35|41|42,6,19,1
9162,18|19|34|35|41|42|43|48|50|55|63|72|102,13,50,1
9163,18|19|34|35|41|42|48|52|55|63|72|77|97|102,14,19,1
9164,18|19|34|35|41|42|48|52|55|63|72|102,12,19,1
9165,18|19|34|35|41|42|55|63|72|77|97|102,12,19,1
9166,18|19|34|35|41|42|63|72,8,19,1
9167,18|19|34|35|41|43|48|52|55|62|63|72,12,19,1
9168,18|19|34|35|41|43|49|52|55|63|72|102,12,49,1
9169,18|19|34|35|41|47|48|55|63|72|102,11,47,1
9170,18|19|34|35|41|48|52|55|63|72|102,11,19,1
9171,18|19|34|35|41|52,6,19,1
9172,18|19|34|35|42|43|48|49|52|55|63|72|102,13,49,1
9173,18|19|34|35|42|43|48|63|72,9,19,1
9174,18|19|34|35|42|43|48|63|72|77|97,11,19,1
9175,18|19|34|35|42|43|52|55|63|72|102,11,19,1
9176,18|19|34|35|42|48,6,19,1
9177,18|19|34|35|42|48|49|52|55|63|72|102,12,49,1
9178,18|19|34|35|42|48|49|63|72,9,49,1
9179,18|19|34|35|42|48|52|55|62|63|72,11,19,1
9180,18|19|34|35|42|48|52|55|62|77|97,11,19,1
9181,18|19|34|35|42|49,6,49,1
9182,18|19|34|35|42|52,6,19,1
9183,18|19|34|35|42|52|55|63|72|77|97|102,12,19,1
9184,18|19|34|35|42|52|55|77|97|102,10,19,1
9185,18|19|34|35|42|52|63|72|77|97,10,19,1
9186,18|19|34|35|42|55|62|63|72,9,19,1
9187,18|19|34|35|42|80|81,7,19,1
9188,18|19|34|35|43|48|52|55|58|62|63|72,12,19,1
9189,18|19|34|35|43|48|55|63|72|102,10,19,1
9190,18|19|34|35|43|52|55|63|72|102,10,19,1
9191,18|19|34|35|43|55|63|72|102,9,19,1
9192,18|19|34|35|45|48|49|52,8,45,1
9193,18|19|34|35|48|52|55|58|62|63|72,11,19,1
9194,18|19|34|35|48|52|55|58|63|72,10,19,1
9195,18|19|34|35|48|52|55|102,8,19,1
9196,18|19|34|35|48|52|63|72|77|97,10,19,1
9197,18|19|34|35|48|54|55|63|72|102,10,19,1
9198,18|19|34|35|48|55|58|63|72,9,19,1
9199,18|19|34|35|48|55|102,7,19,1
9200,18|19|34|35|49|52|55|102,8,49,1
9201,18|19|34|35|49|52|63|72,8,49,1
9202,18|19|34|35|49|55|63|72|102,9,49,1
9203,18|19|34|35|52|55|63|72|80|81|95|96|102,13,95,1
9204,18|19|34|35|55|62|63|72|101,9,19,1
9205,18|19|34|35|55|63|72|101|102,9,19,1
9206,18|19|34|35|101,5,19,1
9207,18|19|34|55|61|63|72,7,61,1
9208,18|19|34|55|62,5,19,1
9209,18|19|34|55|63|72|77|97|102,9,19,1
9210,18|19|34|55|63|72|80|81|102,9,19,1
9211,18|19|34|63|70|72,6,19,1
9212,18|19|34|63|72|77|97,7,19,1
9213,18|19|34|80|81,5,19,1
9214,18|19|35|36|37|52|63|72,8,36,1
9215,18|19|35|36|41|63|72,7,36,1
9216,18|19|35|36|43|48,6,36,1
9217,18|19|35|36|43|54,6,36,1
9218,18|19|35|36|52|55|62|63|72,9,36,1
9219,18|19|35|37|38|41|55|62,8,38,1
9220,18|19|35|37|38|55|63|72|102,9,38,1
9221,18|19|35|37|41|42|55|63|72|102,10,19,1
9222,18|19|35|37|41|43|48|55|62|63|72,11,19,1
9223,18|19|35|37|41|48,6,19,1
9224,18|19|35|37|41|48|55|58|62|63|72,11,19,1
9225,18|19|35|37|41|49|63|72,8,49,1
9226,18|19|35|37|41|52|55|58|63|72,10,19,1
9227,18|19|35|37|41|55|58|63|72,9,19,1
9228,18|19|35|37|41|55|62,7,19,1
9229,18|19|35|37|41|55|62|63|72|80|81,11,19,1
9230,18|19|35|37|41|55|62|63|72|80|81|83,12,19,1
9231,18|19|35|37|41|80|81,7,19,1
9232,18|19|35|37|42|43|55|63|72|74|97|102|120,13,19,1
9233,18|19|35|37|42|48|52,7,19,1
9234,18|19|35|37|42|52|55|63|72|102,10,19,1
9235,18|19|35|37|42|55|62|63|72,9,19,1
9236,18|19|35|37|42|55|63|72|102,9,19,1
9237,18|19|35|37|43|52|55|63|72|102,10,19,1
9238,18|19|35|37|43|55|58|63|72,9,19,1
9239,18|19|35|37|43|55|63|72|102,9,19,1
9240,18|19|35|37|47|55|63|72|102,9,47,1
9241,18|19|35|37|48,5,19,1
9242,18|19|35|37|48|49|63|72,8,49,1
9243,18|19|35|37|48|50|52|55|62|63|72,11,50,1
9244,18|19|35|37|48|52,6,19,1
9245,18|19|35|37|48|52|63|72,8,19,1
9246,18|19|35|37|48|55|62|63|72|79,10,19,1
9247,18|19|35|37|52|55|102,7,19,1
9248,18|19|35|37|55|62,6,19,1
9249,18|19|35|38|41|63|72,7,38,1
9250,18|19|35|38|42|43|55|62|63|72,10,38,1
9251,18|19|35|38|42|52|55|63|72|102,10,38,1
9252,18|19|35|38|42|55|63|72|102,9,38,1
9253,18|19|35|38|52|63|72|80|81,9,38,1
9254,18|19|35|38|55|63|72|102,8,38,1
9255,18|19|35|39|42,5,39,1
9256,18|19|35|39|43|55|102,7,39,1
9257,18|19|35|39|48,5,39,1
9258,18|19|35|39|48|52|63|72,8,39,1
9259,18|19|35|39|55|63|72|102,8,39,1
9260,18|19|35|40|42,5,40,1
9261,18|19|35|40|48|63|72,7,40,1
9262,18|19|35|40|52|55|63|72|102,9,40,1
9263,18|19|35|41|42|48|52|55|58|62|63|72,12,19,1
9264,18|19|35|41|42|48|52|55|63|72|77|97|102,13,19,1
9265,18|19|35|41|42|48|55|62|63|72,10,19,1
9266,18|19|35|41|42|63|72,7,19,1
9267,18|19|35|41|42|63|72|80|81,9,19,1
9268,18|19|35|41|43|48,6,19,1
9269,18|19|35|41|43|48|55|63|72|102,10,19,1
9270,18|19|35|41|43|48|63|72|77|97,10,19,1
9271,18|19|35|41|43|49|52|63|72,9,49,1
9272,18|19|35|41|43|52|55|63|72|102,10,19,1
9273,18|19|35|41|43|55|63|72|77|97|102,11,19,1
9274,18|19|35|41|43|55|102,7,19,1
9275,18|19|35|41|43|63|72,7,19,1
9276,18|19|35|41|47|48|52|55|58|63|72,11,47,1
9277,18|19|35|41|47|63|72,7,47,1
9278,18|19|35|41|48,5,19,1
9279,18|19|35|41|48|52|55|63|72|102,10,19,1
9280,18|19|35|41|48|55|62|63|72,9,19,1
9281,18|19|35|41|48|55|63|72|77|97|102,11,19,1
9282,18|19|35|41|52|55|58|63|72,9,19,1
9283,18|19|35|41|55|58,6,19,1
9284,18|19|35|41|55|62|63|72,8,19,1
9285,18|19|35|41|55|62|63|72|80|83,10,19,1
9286,18|19|35|41|55|74|77|80|83|97|102|120|122,13,19,1
9287,18|19|35|41|77|97,6,19,1
